CD_SETOR,SITUACAO,CD_SIT,CD_TIPO,AREA_KM2,CD_REGIAO,NM_REGIAO,CD_UF,NM_UF,CD_MUN,NM_MUN,CD_DIST,NM_DIST,CD_SUBDIST,NM_SUBDIST,CD_BAIRRO,NM_BAIRRO,CD_NU,NM_NU,CD_FCU,NM_FCU,CD_AGLOM,NM_AGLOM,CD_RGINT,NM_RGINT,CD_RGI,NM_RGI,CD_CONCURB,NM_CONCURB,v0001,v0002,v0003,v0004,v0005,v0006,v0007
431440705150061,Urbana,1,0,"0,1355931",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,509,275,275,0,"2,4","0,0516",213
431440705150062,Urbana,2,4,"1,0580991",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,7,3,3,0,"2,3","0,0000",3
431440705150063,Urbana,1,0,"0,2339195",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,741,371,371,0,"2,4","0,0258",310
431440705150064,Urbana,1,0,"0,2069271",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,570,270,270,0,"2,6","0,0179",223
431440705150065,Urbana,1,0,"0,1284287",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,668,350,350,0,"2,3","0,0035",289
431440705150066,Urbana,1,0,"0,0597748",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,419,202,202,0,"2,4","0,0226",177
431440705150067,Urbana,1,0,"0,3219267",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,1795,960,960,0,"2,3","0,0389",796
431440705150068,Urbana,1,0,"0,2124006",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,437,174,174,0,"2,8","0,0573",157
431440705150070,Urbana,1,0,"0,0955380",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,864,370,370,0,"2,6","0,0518",328
431440705150071,Urbana,1,0,"0,1320292",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,768,348,348,0,"2,6","0,0267",300
431440705150072,Urbana,1,0,"0,1765178",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,955,414,414,0,"2,5","0,0340",382
431440705150073,Urbana,1,0,"0,1092224",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,723,305,305,0,"2,7","0,0775",271
431440705150074,Urbana,1,0,"0,1073930",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,528,281,281,0,"2,5","0,0287",209
431440705150076,Urbana,1,0,"0,2260658",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,910,445,445,0,"2,5","0,0082",364
431440705150077,Urbana,1,0,"0,0722521",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,437,198,198,0,"2,5","0,0116",173
431440705150078,Urbana,1,0,"0,0875596",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,478,238,238,0,"2,4","0,0303",198
431440705150079,Urbana,1,0,"0,1371132",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,448,192,192,0,"2,6","0,0231",173
431440705150081,Urbana,1,0,"0,0313512",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,664,318,318,0,"2,5","0,0627",271
431440705150082,Urbana,1,0,"0,0447565",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,566,309,309,0,"2,2","0,0198",253
431440705150083,Urbana,1,0,"0,0212280",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,655,396,396,0,"2,2","0,0461",304
431440705150084,Urbana,1,0,"0,0182693",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,556,305,305,0,"2,2","0,0079",253
431440705150085,Urbana,1,0,"0,0173543",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,408,210,210,0,"2,2","0,0270",185
431440705150086,Urbana,1,0,"0,0216089",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,452,238,238,0,"2,2","0,0095",210
431440705150087,Urbana,1,0,"0,0225042",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,310,166,166,0,"2,2","0,0286",140
431440705150088,Urbana,1,0,"0,0214131",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,469,249,249,0,"2,1","0,0271",221
431440705150089,Urbana,1,0,"0,0418988",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,430,206,206,0,"2,3","0,0105",191
431440705150090,Urbana,1,0,"0,0161905",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,412,242,242,0,"2,1","0,0408",196
431440705150091,Urbana,1,0,"0,0112688",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,449,253,253,0,"2,1","0,0231",216
431440705150092,Urbana,1,0,"0,1167411",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,559,290,290,0,"2,5","0,0133",225
431440705150093,Urbana,1,0,"0,0838257",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,535,294,294,0,"2,4","0,0265",226
431440705150094,Urbana,1,0,"0,0983161",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,744,371,371,0,"2,5","0,0202",297
431440705150095,Urbana,1,0,"0,2056643",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,348,148,148,0,"2,6","0,0455",132
431440705150096,Urbana,1,0,"0,1276983",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,989,462,462,0,"2,5","0,0177",395
431440705150097,Urbana,1,0,"0,1118979",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,452,221,220,1,"2,6","0,0479",167
431440705150098,Urbana,1,0,"0,0778469",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,505,284,284,0,"2,3","0,0185",216
431440705150099,Urbana,1,0,"0,1772640",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,509,271,271,0,"2,5","0,0193",207
431440705150100,Urbana,1,0,"0,1255274",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,622,336,335,1,"2,4","0,0196",255
431440705150101,Urbana,1,0,"0,1069666",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,500,258,258,0,"2,4","0,0338",207
431440705150102,Urbana,1,0,"0,0936441",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,706,329,329,0,"2,5","0,0107",281
431440705150103,Urbana,1,0,"0,0474468",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,331,202,202,0,"2,4","0,0214",140
431440705150104,Urbana,1,0,"0,0474898",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,335,174,174,0,"2,3","0,0210",143
431440705150105,Urbana,1,0,"0,0952585",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,643,341,341,0,"2,4","0,0075",266
431440705150106,Urbana,1,0,"0,0870390",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,672,346,346,0,"2,5","0,0113",266
431440705150108,Urbana,1,0,"0,0229986",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,89,47,47,0,"2,5","0,0000",36
431440705150109,Urbana,1,0,"0,0280698",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,114,59,59,0,"2,7","0,1667",42
431440705150110,Urbana,1,0,"0,0270475",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,163,91,91,0,"2,5","0,0615",65
431440705150111,Urbana,1,0,"0,0453002",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,495,214,214,0,"2,6","0,0319",188
431440705150112,Urbana,1,0,"0,4257600",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,666,324,324,0,"2,4","0,0750",280
431440705150113,Urbana,1,0,"0,0181769",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,414,300,300,0,"1,9","0,0514",214
431440705150114,Urbana,1,0,"0,0217710",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,386,296,296,0,"1,7","0,0090",221
431440705150115,Urbana,1,0,"0,0146848",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,423,300,300,0,"2,0","0,0474",211
431440705150116,Urbana,1,0,"0,0163196",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,639,340,340,0,"2,6","0,1148",244
431440705150117,Urbana,1,0,"0,0096474",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,426,240,240,0,"2,2","0,0255",196
431440705150118,Urbana,1,0,"0,0124323",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,419,240,240,0,"2,1","0,0305",197
431440705150119,Urbana,1,0,"0,0213557",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,415,240,240,0,"2,0","0,1275",204
431440705150120,Urbana,1,0,"0,0098320",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,413,240,240,0,"2,2","0,1359",184
431440705150121,Urbana,1,0,"0,0107286",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,247,160,160,0,"2,0","0,1210",124
431440705150122,Urbana,1,0,"0,0143667",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,251,143,143,0,"2,2","0,0531",113
431440705150123,Urbana,1,0,"0,0386281",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,506,201,201,0,"2,7","0,0216",185
431440705150124,Urbana,1,0,"0,0174127",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,271,138,138,0,"2,2","0,0159",126
431440705150125,Urbana,1,1,"0,0402351",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,43144070025,Ocupação Leontino,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,269,116,116,0,"2,7","0,0000",99
431440705150127,Urbana,1,0,"0,1408725",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,491,224,224,0,"2,6","0,0628",191
431440705150128,Urbana,1,0,"0,0670406",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,676,321,321,0,"2,4","0,0035",282
431440705150129,Urbana,1,0,"0,0285626",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,227,102,102,0,"2,5","0,0440",91
431440705150130,Urbana,1,0,"0,1056196",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,561,269,269,0,"2,5","0,1041",221
431440705150131,Urbana,1,0,"0,0081956",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,59,28,28,0,"2,5","0,0417",24
431440705150132,Urbana,1,0,"0,0594171",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,911,565,565,0,"2,1","0,0581",430
431440705150133,Urbana,1,0,"0,0374994",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,578,323,323,0,"2,2","0,0038",266
431440705150134,Urbana,1,0,"0,1309559",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,752,348,348,0,"2,6","0,0309",291
431440705150135,Urbana,1,0,"0,0179018",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,587,320,320,0,"2,4","0,1270",244
431440705150136,Urbana,1,0,"0,0056719",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,30,171,171,0,"1,9","0,0000",16
431440705150137,Urbana,1,0,"0,1434511",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,624,306,306,0,"2,5","0,0120",249
431440705150138,Urbana,2,4,"0,2762325",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,7,4,4,0,"1,8","0,0000",4
431440705150139,Urbana,1,1,"0,0775845",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,43144070056,Fraget Farroupilha,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,711,267,267,0,"2,8","0,0435",253
431440705150140,Urbana,1,0,"0,0951602",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,44,32,32,0,"2,2","0,1000",20
431440705150141,Urbana,1,4,"0,0162473",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,0,0,0,0,"0,0","0,0000",0
431440705150142,Urbana,2,0,"9,2618839",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,545,260,260,0,"2,5","0,0140",214
431440705150143,Urbana,1,0,"0,0123424",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,423,220,220,0,"2,2","0,0158",190
431440705150144,Urbana,1,0,"0,0351457",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,371,183,183,0,"2,3","0,0063",158
431440705150145,Urbana,1,1,"0,0199721",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070515,Fragata,.,,.,,43144070034,Simões Lopes Beira Canal,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,142,65,65,0,"2,5","0,0179",56
431440705160001,Urbana,1,0,"0,0953200",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,278,228,226,2,"1,8","0,1497",147
431440705160002,Urbana,1,0,"0,0258568",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,233,235,235,0,"1,8","0,0077",130
431440705160003,Urbana,1,0,"0,1005327",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,221,207,201,6,"2,0","0,0354",113
431440705160004,Urbana,1,0,"0,0334655",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,221,179,179,0,"1,8","0,0238",126
431440705160005,Urbana,1,0,"0,0356918",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,160,148,147,1,"1,9","0,0723",83
431440705160006,Urbana,1,0,"0,1089447",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,344,276,275,1,"2,0","0,0301",166
431440705160007,Urbana,1,0,"0,0740995",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,304,315,313,2,"2,2","0,0290",138
431440705160008,Urbana,1,0,"0,0631974",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,480,399,395,4,"1,9","0,0653",245
431440705160009,Urbana,1,0,"0,0714153",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,256,216,215,1,"2,1","0,0727",110
431440705160010,Urbana,1,0,"0,0795224",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,394,363,358,5,"1,7","0,0860",221
431440705160011,Urbana,1,0,"0,0394766",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,470,490,488,2,"1,8","0,1040",250
431440705160012,Urbana,1,0,"0,0231097",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,257,187,187,0,"2,0","0,0308",130
431440705160013,Urbana,1,0,"0,0288528",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,223,303,303,0,"1,7","0,0827",133
431440705160014,Urbana,1,0,"0,0901229",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,713,596,594,2,"1,9","0,0693",375
431440705160015,Urbana,1,0,"0,1033416",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,315,198,198,0,"2,1","0,0333",150
431440705160017,Urbana,1,0,"0,0293569",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,207,156,156,0,"2,0","0,0476",105
431440705160018,Urbana,1,0,"0,0299798",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,366,224,224,0,"2,1","0,0400",175
431440705160019,Urbana,1,0,"0,0599459",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,231,182,181,1,"1,8","0,0240",125
431440705160020,Urbana,1,0,"0,0731429",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,463,421,419,2,"2,0","0,0800",225
431440705160021,Urbana,1,0,"0,0613999",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,385,192,192,0,"2,4","0,0127",158
431440705160022,Urbana,1,0,"0,0567051",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,477,327,327,0,"2,2","0,0182",220
431440705160023,Urbana,1,0,"0,0683028",4,Sul,43,Rio Grande do Sul,4314407,Pelotas,431440705,Pelotas,43144070516,Centro,.,,.,,.,,.,,4302,Pelotas,430009,Pelotas,4314407,Pelotas/RS,518,417,417,0,"2,2","0,0431",232
