CD_setor,V00001,V00002,V00003,V00004,V00005,V00006,V00007,V00008,V00009,V00010,V00011,V00012,V00013,V00014,V00015,V00016,V00017,V00018,V00019,V00020,V00021,V00022,V00023,V00024,V00025,V00026,V00027,V00028,V00029,V00030,V00031,V00032,V00033,V00034,V00035,V00036,V00037,V00038,V00039,V00040,V00041,V00042,V00043,V00044,V00045,V00046,V00047,V00048,V00049,V00050,V00051,V00052,V00053,V00054,V00055,V00056,V00057,V00058,V00059,V00060,V00061,V00062,V00063,V00064,V00065,V00066,V00067,V00068,V00069,V00070,V00071,V00072,V00073,V00074,V00075,V00076,V00077,V00078,V00079,V00080,V00081,V00082,V00083,V00084,V00085,V00086,V00087,V00088,V00089
431440705130151,396,0,0,396,1023,0,0,127,0,0,489,0,0,534,0,0,84,122,99,67,16,7,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,127,489,534,84,122,99,67,16,7,0,X,0,0,1020,3,0,126,X,0
431440705130152,231,0,0,231,641,0,0,123,0,0,310,0,0,331,0,0,50,51,61,47,15,6,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,123,310,331,50,51,61,47,15,6,X,0,0,0,641,0,0,123,0,0
431440705140003,76,0,0,76,212,0,0,26,0,0,100,0,0,112,0,0,16,22,14,14,7,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,26,100,112,16,22,14,14,7,X,X,0,0,0,212,0,0,26,0,0
431440705140004,331,0,0,331,898,0,0,163,0,0,442,0,0,456,0,0,77,90,72,54,28,4,4,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,163,442,456,77,90,72,54,28,4,4,X,X,0,897,0,X,163,0,0
431440705140005,44,0,0,44,116,0,0,12,0,0,59,0,0,57,0,0,10,14,9,5,5,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,12,59,57,10,14,9,5,5,X,0,0,0,0,116,0,0,12,0,0
431440705140006,112,0,0,112,281,0,0,35,0,0,140,0,0,141,0,0,23,39,28,17,4,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,35,140,141,23,39,28,17,4,0,0,X,0,0,281,0,0,35,0,0
431440705140007,30,0,0,30,77,0,0,4,0,0,39,0,0,38,0,0,3,14,7,5,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4,39,38,3,14,7,5,X,0,0,0,0,0,77,0,0,4,0,0
431440705140012,13,0,0,13,36,0,0,5,0,0,23,0,0,13,0,0,X,4,5,0,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,23,13,X,4,5,0,X,X,0,0,0,0,36,0,0,5,0,0
431440705140013,50,0,0,50,120,0,0,12,0,0,60,0,0,60,0,0,14,15,13,5,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,12,60,60,14,15,13,5,X,X,0,0,0,0,120,0,0,12,0,0
431440705140014,114,0,0,114,343,0,0,49,0,0,179,0,0,164,0,0,15,29,34,23,4,7,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,49,179,164,15,29,34,23,4,7,X,0,0,0,342,0,0,49,0,0
431440705140016,26,0,0,26,70,0,0,5,0,0,34,0,0,36,0,0,4,5,13,3,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5,34,36,4,5,13,3,X,0,0,0,0,0,70,0,0,5,0,0
431440705140017,30,0,0,30,95,0,0,10,0,0,45,0,0,50,0,0,3,7,12,4,X,X,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,10,45,50,3,7,12,4,X,X,0,0,0,X,91,4,0,10,0,0
431440705140019,102,0,0,102,270,0,0,38,0,0,134,0,0,136,0,0,23,30,25,15,7,0,X,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,38,134,136,23,30,25,15,7,0,X,0,0,X,270,0,0,38,0,0
431440705140020,113,0,0,113,277,0,0,33,0,0,138,0,0,139,0,0,31,36,21,15,9,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,33,138,139,31,36,21,15,9,X,0,0,0,0,277,0,0,33,0,0
431440705140021,159,0,0,159,440,0,0,70,0,0,217,0,0,223,0,0,34,44,42,19,10,6,3,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,70,217,223,34,44,42,19,10,6,3,0,X,0,440,0,0,70,0,0
431440705140022,130,0,0,130,349,0,0,58,0,0,175,0,0,174,0,0,31,27,39,23,6,3,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,X,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,58,175,174,31,27,39,23,6,3,X,0,0,0,342,5,0,56,X,0
431440705150001,326,0,0,326,822,0,0,71,0,0,393,0,0,429,0,0,75,92,94,49,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,71,393,429,75,92,94,49,11,5,0,0,0,0,688,44,90,55,5,11
431440705150002,132,0,0,132,325,0,0,27,0,0,153,0,0,172,0,0,37,40,27,18,7,X,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,27,153,172,37,40,27,18,7,X,0,X,0,0,325,0,0,27,0,0
431440705150003,88,0,0,88,188,0,0,13,0,0,80,0,0,108,0,0,28,33,16,9,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,13,80,108,28,33,16,9,X,0,0,0,0,0,0,3,185,0,0,13
431440705150004,258,0,0,258,555,0,0,26,0,0,236,0,0,319,0,0,90,80,55,26,6,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,26,236,319,90,80,55,26,6,X,0,0,0,0,255,0,300,10,0,16
431440705150005,184,0,0,184,432,0,0,48,0,0,213,0,0,219,0,0,57,51,44,21,9,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,48,213,219,57,51,44,21,9,X,0,0,0,0,429,X,X,48,0,0
431440705150006,209,0,0,209,480,0,0,56,0,0,226,0,0,254,0,0,65,69,39,24,10,X,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,56,226,254,65,69,39,24,10,X,0,X,0,0,340,0,140,33,0,23
431440705150007,183,0,0,183,457,0,0,42,0,0,209,0,0,248,0,0,47,61,36,30,5,X,X,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,42,209,248,47,61,36,30,5,X,X,0,0,X,452,5,0,40,X,0
431440705150008,203,0,0,203,502,0,0,55,0,0,246,0,0,256,0,0,63,57,34,31,11,6,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,55,246,256,63,57,34,31,11,6,0,X,0,0,502,0,0,55,0,0
431440705150009,268,0,0,268,673,0,0,78,0,0,325,0,0,348,0,0,77,78,59,31,14,5,X,0,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,78,325,348,77,78,59,31,14,5,X,0,X,X,666,7,0,77,X,0
431440705150010,189,X,0,189,439,X,0,36,0,0,201,X,0,238,0,0,64,56,34,19,11,5,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,X,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,36,201,238,64,56,34,19,11,5,0,0,0,0,438,X,0,36,0,0
431440705150011,243,0,0,243,583,0,0,46,0,0,269,0,0,314,0,0,65,87,45,31,9,3,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,46,269,314,65,87,45,31,9,3,X,X,0,0,494,66,23,43,3,0
431440705150012,126,0,0,126,273,0,0,14,0,0,119,0,0,154,0,0,37,47,29,11,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,14,119,154,37,47,29,11,X,X,0,0,0,0,21,0,252,X,0,13
431440705150013,273,0,0,273,659,0,0,73,0,0,321,0,0,338,0,0,81,78,61,32,16,4,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,73,321,338,81,78,61,32,16,4,X,0,0,0,652,X,6,71,0,X
431440705150014,326,0,0,326,749,0,0,65,0,0,361,0,0,388,0,0,98,112,64,35,12,X,X,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,12,4,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,65,361,388,98,112,64,35,12,X,X,0,X,0,709,25,10,59,5,X
431440705150015,281,0,0,281,705,0,0,84,0,0,318,0,0,387,0,0,72,93,58,30,17,10,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,84,318,387,72,93,58,30,17,10,0,X,0,0,705,0,0,84,0,0
431440705150016,367,0,0,367,955,0,0,134,0,0,474,0,0,481,0,0,95,105,85,48,21,5,X,3,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,134,474,481,95,105,85,48,21,5,X,3,X,X,940,0,15,132,0,X
431440705150017,134,0,0,134,361,0,0,37,0,0,165,0,0,196,0,0,24,50,33,14,7,X,X,X,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,37,165,196,24,50,33,14,7,X,X,X,0,X,359,0,X,37,0,0
431440705150018,314,0,0,314,757,0,0,58,0,0,348,0,0,409,0,0,91,105,64,33,9,5,X,3,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,58,348,409,91,105,64,33,9,5,X,3,X,X,755,0,X,58,0,0
431440705150019,146,0,0,146,273,0,0,18,0,0,110,0,0,163,0,0,62,54,19,9,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,18,110,163,62,54,19,9,X,0,0,0,0,0,0,0,273,0,0,18
431440705150020,113,0,0,113,202,0,0,9,0,0,82,0,0,120,0,0,56,34,17,4,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,9,82,120,56,34,17,4,X,X,0,0,0,0,0,0,202,0,0,9
431440705150021,287,0,0,287,661,0,0,56,0,0,298,0,0,363,0,0,87,95,60,28,12,4,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,56,298,363,87,95,60,28,12,4,0,X,0,0,453,13,195,46,X,9
431440705150022,193,0,0,193,448,0,0,35,0,0,203,0,0,245,0,0,62,54,44,22,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,35,203,245,62,54,44,22,8,3,0,0,0,0,402,46,0,33,X,0
431440705150023,313,0,0,313,809,0,0,85,0,0,380,0,0,429,0,0,87,80,74,45,10,13,X,X,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,85,380,429,87,80,74,45,10,13,X,X,0,X,729,64,16,72,11,X
431440705150024,195,0,0,195,478,0,0,32,0,0,215,0,0,263,0,0,53,56,48,26,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,32,215,263,53,56,48,26,7,5,0,0,0,0,478,0,0,32,0,0
431440705150025,132,0,0,132,338,0,0,37,0,0,157,0,0,181,0,0,37,37,26,19,6,6,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,37,157,181,37,37,26,19,6,6,X,0,0,0,330,X,6,35,0,X
431440705150026,82,0,0,82,196,0,0,10,0,0,93,0,0,103,0,0,20,29,21,7,3,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,10,93,103,20,29,21,7,3,X,0,0,0,0,184,12,0,9,X,0
431440705150027,166,0,0,166,413,0,0,23,0,0,192,0,0,221,0,0,43,54,29,28,10,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,X,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,23,192,221,43,54,29,28,10,X,X,0,0,0,398,X,13,22,0,X
431440705150028,263,X,0,263,634,X,0,51,0,0,289,X,0,345,0,0,79,78,54,31,16,3,X,X,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,23,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,51,289,345,79,78,54,31,16,3,X,X,0,0,590,0,44,49,0,X
431440705150029,24,0,0,24,62,0,0,7,0,0,31,0,0,31,0,0,5,6,8,4,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,7,31,31,5,6,8,4,X,0,0,0,0,0,62,0,0,7,0,0
431440705150030,117,0,0,117,363,0,0,68,0,0,181,0,0,182,0,0,23,26,33,13,10,4,5,0,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,68,181,182,23,26,33,13,10,4,5,0,X,X,363,0,0,68,0,0
431440705150031,321,0,0,321,805,0,0,102,0,0,379,0,0,426,0,0,88,93,75,43,10,6,X,3,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,X,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,102,379,426,88,93,75,43,10,6,X,3,0,X,789,3,13,102,0,0
431440705150032,154,0,0,154,367,0,0,30,0,0,164,0,0,203,0,0,48,45,33,16,7,4,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,30,164,203,48,45,33,16,7,4,X,0,0,0,343,15,9,27,X,X
431440705150033,164,0,0,164,404,0,0,40,0,0,178,0,0,226,0,0,41,53,40,20,7,X,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,40,178,226,41,53,40,20,7,X,0,0,0,X,404,0,0,40,0,0
431440705150034,171,0,0,171,451,0,0,69,0,0,205,0,0,246,0,0,37,53,36,28,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,69,205,246,37,53,36,28,14,3,0,0,0,0,451,0,0,69,0,0
431440705150035,275,0,0,275,727,0,0,76,0,0,344,0,0,383,0,0,59,81,71,38,20,3,X,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,76,344,383,59,81,71,38,20,3,X,0,X,0,727,0,0,76,0,0
431440705150036,225,0,0,225,547,0,0,49,0,0,245,0,0,302,0,0,49,88,47,31,7,X,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,49,245,302,49,88,47,31,7,X,0,0,0,X,533,0,14,48,0,X
431440705150038,265,0,0,265,678,0,0,74,0,0,312,0,0,366,0,0,57,85,66,38,14,4,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,74,312,366,57,85,66,38,14,4,X,0,0,0,671,0,7,73,0,X
431440705150039,251,0,0,251,527,0,0,26,0,0,209,0,0,318,0,0,80,101,42,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,172,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,26,209,318,80,101,42,21,7,0,0,0,0,0,185,0,340,13,0,13
431440705150040,230,0,0,230,450,0,0,24,0,0,179,0,0,271,0,0,94,81,33,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,24,179,271,94,81,33,15,7,0,0,0,0,0,50,0,400,6,0,18
431440705150041,251,0,0,251,516,0,0,30,0,0,209,0,0,307,0,0,96,80,47,23,4,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,30,209,307,96,80,47,23,4,0,X,0,0,0,281,0,235,20,0,10
431440705150042,212,0,0,212,450,0,0,39,0,0,199,0,0,251,0,0,75,74,37,17,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,39,199,251,75,74,37,17,6,3,0,0,0,0,320,0,130,34,0,5
431440705150043,114,0,0,114,243,0,0,23,0,0,104,0,0,139,0,0,40,34,26,13,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,23,104,139,40,34,26,13,X,0,0,0,0,0,4,0,239,X,0,21
431440705150044,173,X,8,173,386,X,10,35,0,0,178,X,10,208,0,0,57,50,47,13,X,3,0,X,0,0,X,0,0,0,0,0,0,0,0,0,6,X,0,0,0,0,0,0,0,0,145,6,19,3,0,0,0,X,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,386,35,178,208,57,50,47,13,X,3,0,X,0,0,343,8,29,33,0,X
431440705150045,309,0,0,309,762,0,0,57,0,0,377,0,0,385,0,0,79,100,67,46,9,5,X,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,57,377,385,79,100,67,46,9,5,X,0,X,0,727,30,5,55,X,0
431440705150046,282,0,0,282,761,0,0,78,0,0,388,0,0,373,0,0,62,86,65,43,16,5,X,0,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,78,388,373,62,86,65,43,16,5,X,0,X,X,709,14,38,73,X,4
431440705150047,314,0,0,314,753,0,0,56,0,0,355,0,0,398,0,0,97,93,61,41,15,3,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,56,355,398,97,93,61,41,15,3,X,X,0,0,733,0,15,51,0,5
431440705150048,329,0,0,329,829,0,0,74,0,0,395,0,0,434,0,0,79,105,81,38,15,8,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,74,395,434,79,105,81,38,15,8,X,X,0,0,829,0,0,74,0,0
431440705150049,221,0,6,221,544,0,6,42,0,0,257,0,6,287,0,0,55,75,53,21,10,5,0,X,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,217,0,X,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,544,42,257,287,55,75,53,21,10,5,0,X,0,0,539,0,X,42,0,0
431440705150050,166,X,0,166,445,3,0,51,0,0,204,X,0,241,X,0,41,52,39,14,9,5,X,X,0,X,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,12,20,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,51,204,241,41,52,39,14,9,5,X,X,0,X,385,21,39,46,X,3
431440705150051,253,0,0,253,651,0,0,58,0,0,305,0,0,346,0,0,57,77,58,46,12,X,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,58,305,346,57,77,58,46,12,X,0,0,0,X,633,12,6,55,3,0
431440705150052,173,0,0,173,450,0,0,57,0,0,206,0,0,244,0,0,37,56,40,23,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,57,206,244,37,56,40,23,13,4,0,0,0,0,440,0,10,56,0,X
431440705150054,306,0,0,306,698,0,0,72,0,0,323,0,0,375,0,0,86,100,85,21,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,X,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,72,323,375,86,100,85,21,11,3,0,0,0,0,385,3,310,33,X,38
431440705150055,437,0,0,437,1060,0,0,153,0,0,502,0,0,558,0,0,97,149,118,58,12,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,170,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,153,502,558,97,149,118,58,12,X,X,0,0,0,287,437,336,34,72,47
431440705150057,204,0,0,204,514,0,0,53,0,0,247,0,0,267,0,0,50,65,45,28,11,3,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,X,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,53,247,267,50,65,45,28,11,3,X,0,0,0,461,X,51,47,0,6
431440705150058,310,0,0,310,721,0,0,75,0,0,341,0,0,380,0,0,95,103,62,24,19,6,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,75,341,380,95,103,62,24,19,6,X,0,0,0,694,0,27,67,0,8
431440705150060,286,0,0,286,704,0,0,70,0,0,335,0,0,369,0,0,78,81,69,39,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,70,335,369,78,81,69,39,13,6,0,0,0,0,704,0,0,70,0,0
431440705150061,213,0,0,213,509,0,0,52,0,0,220,0,0,289,0,0,63,66,41,29,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,52,220,289,63,66,41,29,9,5,0,0,0,0,509,0,0,52,0,0
431440705150062,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
